datetime,open,high,low,close,volume
2023-04-10 00:00:00,2486400,2560639.98,2452500,2560639.97,1616.865437
2023-04-11 00:00:00,2560639.97,2649999.89,2540000,2633689.99,8165.971714
2023-04-12 00:00:00,2633689.99,2690729.86,2598450,2646076.55,3127.781448
2023-04-13 00:00:00,2646076.55,2695450,2610850.01,2671198.81,2797.707841
2023-04-14 00:00:00,2671198.81,2700000,2621200,2651000,3137.757077
2023-04-15 00:00:00,2651000,2697871.83,2627250,2645000,1307.779354
2023-04-16 00:00:00,2645000,2689999.99,2627073.25,2657000,1052.673945
2023-04-17 00:00:00,2657000,2657000,2550000,2579488.32,3676.612895
2023-04-18 00:00:00,2579488.32,2675000,2550000,2626602.34,2207.410765
2023-04-19 00:00:00,2626602.34,2670000,2570000,2570000,2524.559526
2023-04-20 00:00:00,2570000,2609999.99,2500000,2525399.01,1791.701274
2023-04-21 00:00:00,2525399.01,2525399.01,2470000,2498788.5,1450.028878
2023-04-22 00:00:00,2498788.5,2508798.9,2440000,2506209.01,2078.258195
2023-04-23 00:00:00,2506209.01,2515000,2460000.7,2490000,472.462459
2023-04-24 00:00:00,2490000,2529999.99,2460000.7,2487000.01,858.855979
2023-04-25 00:00:00,2487000.01,2529999.98,2441458,2510000,961.688497
2023-04-26 00:00:00,2510000,2655000,2491004.99,2525825.44,2982.379591
2023-04-27 00:00:00,2525825.44,2629999.99,2502121,2580500,973.233833
2023-04-28 00:00:00,2580500,2630000,2580500,2615316.3,571.469424
2023-04-29 00:00:00,2615316.3,2620000,2563393.73,2587899,847.327586
2023-04-30 00:00:00,2587899,2619000,2563500.01,2614999.99,661.294577
2023-05-01 00:00:00,2614999.99,2614999.99,2481847.87,2506000,1114.628332
2023-05-02 00:00:00,2506000,2532098.39,2480000,2531796.19,1176.100803
2023-05-03 00:00:00,2531796.19,2550000,2500001.01,2523000,618.197969
2023-05-04 00:00:00,2523000,2579998.99,2511344.47,2564297.26,586.596085
2023-05-05 00:00:00,2564297.26,2590000,2534100.9,2550000,511.576494
2023-05-06 00:00:00,2550000,2589999.98,2530000,2557900,718.795613
2023-05-07 00:00:00,2557900,2558224.01,2527225.01,2530100,350.865989
2023-05-08 00:00:00,2530100,2555794.99,2475100,2475101,679.816147
2023-05-09 00:00:00,2475101,2523989.99,2450100,2450200,1019.51065
2023-05-10 00:00:00,2450200,2544999.99,2440000,2478499.83,1455.586481
2023-05-11 00:00:00,2478499.83,2509522.92,2420000,2444900,497.03808
2023-05-12 00:00:00,2444900,2462520.03,2321945.58,2382697,2472.192982
2023-05-13 00:00:00,2382697,2445025.75,2361100,2427799.99,590.323135
2023-05-14 00:00:00,2427799.99,2440923.73,2361000,2400000,492.237901
2023-05-15 00:00:00,2400000,2480255.42,2370000.04,2396103,1049.649552
2023-05-15 23:59:59,2372101,2372101,2372101,2372101,0
2023-05-16 00:00:00,2396103,2426799.97,2370000,2370101,593.484228
2023-05-17 00:00:00,2370101,2425000,2322500.01,2397201.71,715.466315
2023-05-18 00:00:00,2397201.71,2461412.27,2356200.02,2366600.67,1470.199365
2023-05-19 00:00:00,2366600.67,2414999.99,2355000,2357100,580.29002
2023-05-20 00:00:00,2357100,2399798.98,2356300.03,2376147.33,350.299571
2023-05-21 00:00:00,2376147.33,2399798.98,2361250,2387570,323.841398
2023-05-22 00:00:00,2387570,2399999,2330000,2364600,581.792632
2023-05-23 00:00:00,2364600,2399999,2344323.1,2396998.72,343.239174
2023-05-24 00:00:00,2396998.72,2399898.99,2350000,2375097.48,369.461307
2023-05-25 00:00:00,2375097.48,2389998.98,2350000,2352100.02,323.067953
2023-05-26 00:00:00,2352100.02,2399999,2345044.29,2362973.84,304.504954
2023-05-27 00:00:00,2362973.84,2399999,2360205,2380000,246.809471
2023-05-28 00:00:00,2380000,2459999,2371466.33,2459999,479.277426
2023-05-29 00:00:00,2459999,2478000,2430938.33,2463000,1050.17115
2023-05-30 00:00:00,2463000,2478000,2440500.06,2441756.94,556.94804
2023-05-31 00:00:00,2441756.94,2474999.99,2390953,2392153,651.8912
2023-06-01 00:00:00,2392153,2434948.86,2385000,2386600.06,434.247999
2023-06-02 00:00:00,2386600.06,2415000,2373674.62,2409250.01,452.942043
2023-06-03 00:00:00,2409250.01,2449998.99,2386500,2414200.02,387.577461
2023-06-04 00:00:00,2414200.02,2440887.99,2391000,2420699,221.218497
2023-06-05 00:00:00,2420699,2420699,2310000,2347003.62,1119.148707
2023-06-06 00:00:00,2347003.62,2408999.99,2300756.73,2381344.71,1912.269923
2023-06-07 00:00:00,2381344.71,2420000,2342121,2398551.5,1009.022925
2023-06-08 00:00:00,2398551.5,2400000,2345000,2356201,498.378791
2023-06-09 00:00:00,2356201,2400000,2356201,2387050,790.423721
2023-06-10 00:00:00,2387050,2425000,2352400.23,2404374.54,2915.607202
2023-06-11 00:00:00,2404374.54,2408999.99,2380000,2406900,394.699483
2023-06-12 00:00:00,2406900,2408000,2360000.03,2397999.99,409.599768
2023-06-13 00:00:00,2397999.99,2397999.99,2330000,2341009.01,643.711613
2023-06-14 00:00:00,2341009.01,2380000,2290449.23,2321774.58,630.775807
2023-06-15 00:00:00,2321774.58,2349999,2275000,2349999,903.722139
2023-06-16 00:00:00,2349999,2375000,2290103.07,2375000,752.807348
2023-06-17 00:00:00,2375000,2400000,2352450.01,2377202,302.108207
2023-06-18 00:00:00,2377202,2402121,2375000,2377000,628.443031
2023-06-19 00:00:00,2377000,2408000,2351999.98,2380717.48,409.772864
2023-06-20 00:00:00,2380717.48,2489649.57,2375000,2489000,1193.908482
2023-06-21 00:00:00,2489000,2651999.99,2464648.72,2597801.11,4890.923786
2023-06-22 00:00:00,2597801.11,2670000,2582316.03,2639999.99,2648.324915
2023-06-23 00:00:00,2639999.99,2701000,2590000,2661400,2339.18685
2023-06-24 00:00:00,2661400,2700000,2625000.01,2680000,1364.062789
2023-06-25 00:00:00,2680000,2685000,2630000.07,2650100,724.109361
2023-06-26 00:00:00,2650100,2680000,2605500,2608100,706.486035
2023-06-27 00:00:00,2608100,2679000,2608100,2622613.07,578.345152
2023-06-28 00:00:00,2622613.07,2675000,2622613.07,2645000,554.551577
2023-06-29 00:00:00,2645000,2703000,2626012.01,2660001,503.326265
2023-06-30 00:00:00,2660001,2720000,2604847.31,2682012.59,1868.264465
2023-07-01 00:00:00,2682012.59,2684999.99,2628000,2649302.01,398.94613
2023-07-02 00:00:00,2649302.01,2687106.71,2635000.01,2680800,434.836803
2023-07-03 00:00:00,2680800,2686498,2640000,2664795.54,1375.11917
2023-07-04 00:00:00,2664795.54,2714000,2650000,2676936.32,832.895071
2023-07-05 00:00:00,2676936.32,2681394.66,2000000,2650000,389.762683
2023-07-06 00:00:00,2650000,2735000,2625000,2625400,974.097949
2023-07-07 00:00:00,2625400,2703134.22,2625000,2662103.56,1146.911782
2023-07-08 00:00:00,2662103.56,2687307.99,2625000,2649007,484.418731
2023-07-09 00:00:00,2649007,2689386.98,2615000,2638190.38,407.953939
2023-07-10 00:00:00,2638190.38,2670000,2605586.06,2632900.51,425.740649
2023-07-11 00:00:00,2632900.51,2678714.68,2622600.63,2625100,602.099774
2023-07-12 00:00:00,2625100,2720000,2623000.01,2635000,863.98723
2023-07-13 00:00:00,2635000,2725000,2622000,2685000,1160.501327
2023-07-14 00:00:00,2685000,2709999.99,2582316,2623982.45,1680.859757
2023-07-15 00:00:00,2623982.45,2640403.7,2590756.1,2600000,841.240423
2023-07-16 00:00:00,2600000,2660000,2600000,2615406.37,419.743052
2023-07-17 00:00:00,2615406.37,2658180.44,2600000,2601641.22,262.558957
2023-07-18 00:00:00,2601641.22,2660786.77,2590000,2629420.19,1162.583264
2023-07-19 00:00:00,2629420.19,2640000,2590813.9,2614624.57,403.759771
2023-07-20 00:00:00,2614624.57,2648969.23,2591000,2612400.01,409.144645
2023-07-21 00:00:00,2612400.01,2619594.09,2585000,2616600,364.548587
2023-07-22 00:00:00,2616600,2627207.56,2590000,2590000,205.778834
2023-07-23 00:00:00,2590000,2640364.16,2590000,2609604.18,202.805325
2023-07-24 00:00:00,2609604.18,2640000,2540000,2600976.29,1013.902519
2023-07-25 00:00:00,2600976.29,2609000,2566728,2566928,331.185902
2023-07-26 00:00:00,2566928,2608000,2563500,2576000.08,630.884511
2023-07-27 00:00:00,2576000.08,2605000,2542000,2562013.01,526.940569
2023-07-28 00:00:00,2562013.01,2604899.99,2545100,2579432.69,413.264045
2023-07-29 00:00:00,2579432.69,2600000,2551014.75,2580000,349.935862
2023-07-30 00:00:00,2580000,2596993.01,2558000,2593347.02,862.342979
2023-07-31 00:00:00,2593347.02,2599999,2568000,2568000,491.852897
2023-08-01 00:00:00,2568000,2585650.51,2514427.22,2580000,934.65357
2023-08-02 00:00:00,2580000,2605000,2530000,2562478.71,521.98111
2023-08-03 00:00:00,2562478.71,2580000,2529100,2569945.96,372.157259
2023-08-04 00:00:00,2569945.96,2577355.12,2530420,2551287.95,255.982111
2023-08-05 00:00:00,2551287.95,2556865.94,2520000,2549203.05,419.616943
2023-08-06 00:00:00,2549203.05,2563299.99,2520000,2525501,152.682903
2023-08-07 00:00:00,2525501,2579698.99,2515000,2566371.38,386.828979
2023-08-08 00:00:00,2566371.38,2605000,2527333,2575567.02,458.594523
2023-08-09 00:00:00,2575567.02,2604999.99,2540462.68,2542100,422.229339
2023-08-10 00:00:00,2542100,2594598.37,2542000,2564762.44,271.33276
2023-08-11 00:00:00,2564762.44,2593239.07,2525010.01,2542400.03,404.533694
2023-08-12 00:00:00,2542400.03,2589999.99,2530000,2549376.03,216.432475
2023-08-13 00:00:00,2549376.03,2572000,2530000,2564217.8,133.015233
2023-08-14 00:00:00,2564217.8,2571000.04,2530000,2539366.51,174.579832
2023-08-15 00:00:00,2539366.51,2568994.01,2530401,2539368.68,238.562122
2023-08-16 00:00:00,2539368.68,2575000.01,2531100,2537000.01,292.924771
2023-08-17 00:00:00,2537000.01,2589999.99,2280000,2415849.58,1814.149911
2023-08-18 00:00:00,2415849.58,2482841.26,2332000.01,2355000,1796.457398
2023-08-19 00:00:00,2355000,2395593.12,2311000,2330000,836.715444
2023-08-20 00:00:00,2330000,2365274.01,2319195.11,2364973.97,253.988698
2023-08-21 00:00:00,2364973.97,2395592.99,2322000,2350900,913.614814
2023-08-22 00:00:00,2350900,2393673.01,2315000,2331462.59,372.853152
2023-08-23 00:00:00,2331462.59,2453021.15,2311000,2364000.01,426.11611
2023-08-24 00:00:00,2364000.01,2409830.91,2332000.01,2360000.02,211.383589
2023-08-25 00:00:00,2360000.02,2374999.97,2325000,2325736.34,212.769037
2023-08-26 00:00:00,2325736.34,2374899.99,2279903.65,2319255.15,364.885304
2023-08-27 00:00:00,2319255.15,2351569.59,2307999.64,2318901.74,120.3558
2023-08-28 00:00:00,2318901.74,2364999.99,2300000.04,2321100,259.986415
2023-08-29 00:00:00,2321100,2531329.3,2285000.01,2410000.01,1032.325874
2023-08-30 00:00:00,2410000.01,2453705.22,2380533.16,2400001,279.078314
2023-08-31 00:00:00,2400001,2424403.57,2300001.01,2331884.22,431.090616
2023-09-01 00:00:00,2331884.22,2343939.37,2269834.05,2307499.99,874.559265
